               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.047948,             0.03181,           0.0028864,             0.91688,             0.64444,             0.80833,              0.5877,            0.038048,            0.030757,           0.0022941,            0.005116,            0.005116,            0.005116
                 150,            0.047682,            0.032531,           0.0021451,             0.69093,             0.83333,             0.85631,             0.50834,            0.042277,            0.029236,           0.0019174,            0.005083,            0.005083,            0.005083
                 151,            0.048192,            0.033459,           0.0031691,             0.71708,             0.92593,             0.97357,             0.67777,             0.03682,            0.027736,            0.001528,             0.00505,             0.00505,             0.00505
                 152,            0.050041,            0.037073,           0.0022325,             0.68463,             0.83333,             0.82177,             0.64105,            0.037719,            0.028869,           0.0015163,            0.005017,            0.005017,            0.005017
                 153,            0.046196,            0.030953,           0.0020641,             0.95053,             0.65034,             0.81704,             0.60448,            0.038851,            0.030825,           0.0016832,            0.004984,            0.004984,            0.004984
                 154,            0.043865,            0.029723,           0.0018638,             0.94853,             0.66506,             0.81251,             0.66324,            0.036395,            0.031888,           0.0016961,            0.004951,            0.004951,            0.004951
                 155,            0.045295,            0.030474,           0.0019574,             0.93384,             0.64444,             0.64504,             0.52004,            0.031239,            0.034014,           0.0020504,            0.004918,            0.004918,            0.004918
                 156,            0.049332,            0.036093,           0.0022182,             0.95163,             0.66667,              0.6716,             0.53637,            0.034933,            0.034176,           0.0019972,            0.004885,            0.004885,            0.004885
                 157,            0.050449,            0.033874,           0.0019659,             0.95348,             0.66667,             0.81443,             0.63211,            0.038471,             0.03278,           0.0018222,            0.004852,            0.004852,            0.004852
                 158,             0.04627,            0.032758,           0.0028837,             0.95204,             0.66667,             0.81622,             0.61391,            0.034071,            0.031947,            0.001637,            0.004819,            0.004819,            0.004819
                 159,            0.049573,            0.033309,           0.0019535,             0.96686,             0.66667,             0.81741,             0.59355,            0.034808,            0.033783,           0.0017719,            0.004786,            0.004786,            0.004786
                 160,            0.048258,            0.033806,           0.0027294,             0.96761,             0.66667,             0.81571,             0.60312,             0.03549,            0.033468,            0.001833,            0.004753,            0.004753,            0.004753
                 161,            0.045238,            0.031085,           0.0016851,             0.96661,             0.66667,             0.81762,             0.60687,            0.036613,            0.032225,           0.0017982,             0.00472,             0.00472,             0.00472
                 162,            0.046568,            0.033527,           0.0020088,             0.96292,             0.66667,             0.81664,             0.65658,            0.034848,            0.032687,           0.0019786,            0.004687,            0.004687,            0.004687
                 163,            0.049075,            0.032161,           0.0020466,             0.95882,             0.66667,             0.81155,              0.6572,            0.035483,            0.031148,            0.002183,            0.004654,            0.004654,            0.004654
                 164,            0.046121,            0.035072,           0.0015799,             0.96758,             0.66667,             0.81165,             0.67113,            0.034571,            0.030907,           0.0024533,            0.004621,            0.004621,            0.004621
                 165,            0.044963,            0.031825,           0.0023617,             0.97521,             0.65563,             0.81643,             0.62473,            0.038038,            0.030437,           0.0023978,            0.004588,            0.004588,            0.004588
                 166,            0.047059,            0.032774,           0.0021096,             0.96353,             0.62588,              0.8149,             0.63204,            0.034218,            0.029883,           0.0025055,            0.004555,            0.004555,            0.004555
                 167,            0.048248,            0.031258,           0.0024099,             0.75891,             0.83333,             0.82221,             0.62009,            0.034105,            0.027136,           0.0020165,            0.004522,            0.004522,            0.004522
                 168,             0.05029,            0.031788,           0.0024642,             0.80825,             0.83333,             0.92424,             0.63896,            0.032737,            0.025925,           0.0018563,            0.004489,            0.004489,            0.004489
                 169,            0.043887,            0.032618,           0.0026955,             0.84461,             0.84847,             0.97979,             0.64958,            0.034638,            0.026913,           0.0017593,            0.004456,            0.004456,            0.004456
                 170,            0.045385,             0.03302,            0.002271,             0.83605,             0.84981,             0.97979,             0.71223,             0.03461,            0.026864,            0.001806,            0.004423,            0.004423,            0.004423
                 171,            0.045652,            0.034231,           0.0030452,             0.78884,             0.83333,              0.8487,             0.63301,             0.03442,            0.027385,           0.0018044,             0.00439,             0.00439,             0.00439
                 172,             0.04642,            0.029791,           0.0027581,             0.72104,             0.83333,             0.81694,             0.64692,            0.032678,            0.027691,           0.0019515,            0.004357,            0.004357,            0.004357
                 173,            0.043452,            0.032035,           0.0028593,              0.7084,             0.83333,             0.81359,             0.63015,            0.033129,            0.028779,           0.0020525,            0.004324,            0.004324,            0.004324
                 174,            0.043079,            0.030478,           0.0050034,              0.7212,             0.83333,             0.81867,             0.65283,            0.033583,            0.028673,           0.0022218,            0.004291,            0.004291,            0.004291
                 175,            0.045302,            0.034412,           0.0022947,             0.70241,             0.83333,              0.8128,             0.67438,            0.032252,            0.027924,           0.0022614,            0.004258,            0.004258,            0.004258
                 176,            0.044552,            0.032238,           0.0017235,              0.7494,             0.83333,             0.81681,             0.67565,            0.033318,              0.0272,           0.0022123,            0.004225,            0.004225,            0.004225
                 177,             0.04427,             0.03092,           0.0019735,             0.85467,             0.83333,             0.82085,               0.676,            0.033307,            0.027729,           0.0021734,            0.004192,            0.004192,            0.004192
                 178,            0.046382,            0.034811,           0.0025316,             0.71623,             0.83333,             0.81549,             0.64133,            0.035624,            0.029503,           0.0023043,            0.004159,            0.004159,            0.004159
                 179,            0.041582,            0.032079,           0.0023043,             0.70244,             0.83333,             0.81365,             0.65867,            0.035736,            0.029817,           0.0022886,            0.004126,            0.004126,            0.004126
                 180,            0.045593,            0.029554,           0.0017701,             0.70505,             0.83333,             0.81241,             0.65247,            0.033164,            0.029372,           0.0021853,            0.004093,            0.004093,            0.004093
                 181,            0.047881,             0.02934,           0.0022348,             0.71219,             0.83333,             0.81238,             0.67579,            0.033099,            0.028839,           0.0020518,             0.00406,             0.00406,             0.00406
                 182,            0.042585,            0.031886,           0.0021485,             0.73677,             0.83333,             0.81236,             0.62328,             0.03265,            0.028944,           0.0019565,            0.004027,            0.004027,            0.004027
                 183,            0.046005,            0.033424,           0.0020871,             0.91045,             0.83333,             0.92367,             0.64239,            0.033872,            0.027508,           0.0014725,            0.003994,            0.003994,            0.003994
                 184,            0.044042,            0.027817,           0.0020383,             0.90754,             0.85168,             0.98089,             0.72967,            0.033058,            0.027585,           0.0012627,            0.003961,            0.003961,            0.003961
                 185,             0.04704,            0.034995,           0.0020366,             0.88341,             0.86876,             0.98024,             0.65866,            0.032865,            0.026999,           0.0011792,            0.003928,            0.003928,            0.003928
                 186,            0.044775,            0.027065,           0.0022133,             0.87089,             0.88636,             0.98135,             0.74327,             0.02937,            0.025417,           0.0010991,            0.003895,            0.003895,            0.003895
                 187,            0.045241,            0.034544,           0.0022779,             0.88196,             0.88458,             0.98135,             0.72411,            0.032382,            0.025978,           0.0010263,            0.003862,            0.003862,            0.003862
                 188,            0.044126,             0.03035,           0.0015596,             0.90634,             0.85268,             0.97992,             0.61916,            0.033511,            0.026151,          0.00098407,            0.003829,            0.003829,            0.003829
                 189,            0.042961,            0.033462,           0.0016459,             0.91873,             0.86784,             0.97923,             0.60956,            0.030848,            0.025692,          0.00093579,            0.003796,            0.003796,            0.003796
                 190,            0.043712,            0.028781,           0.0016004,             0.92119,             0.86914,             0.97967,             0.70422,            0.035652,            0.024795,          0.00093055,            0.003763,            0.003763,            0.003763
                 191,            0.045325,            0.029916,           0.0015972,             0.91553,              0.8511,             0.97967,             0.73439,            0.029191,            0.025481,           0.0010419,             0.00373,             0.00373,             0.00373
                 192,            0.042931,            0.030501,           0.0015722,             0.72404,             0.83333,             0.82789,             0.64827,            0.029933,            0.027094,           0.0011674,            0.003697,            0.003697,            0.003697
                 193,            0.044202,            0.032087,           0.0017445,             0.68488,             0.83333,              0.8261,             0.61581,            0.032991,            0.028356,           0.0012197,            0.003664,            0.003664,            0.003664
                 194,            0.042307,            0.030301,           0.0014674,             0.97334,             0.65924,             0.82147,             0.62789,             0.03831,            0.028804,           0.0013784,            0.003631,            0.003631,            0.003631
                 195,            0.044494,            0.032925,            0.003194,             0.97477,             0.65874,             0.82446,             0.65815,            0.029732,             0.03069,           0.0015664,            0.003598,            0.003598,            0.003598
                 196,            0.042267,            0.028119,           0.0014308,             0.97525,             0.66417,               0.823,              0.5766,            0.032888,            0.030949,           0.0015552,            0.003565,            0.003565,            0.003565
                 197,            0.044279,            0.032403,           0.0021241,             0.96799,             0.66667,             0.82027,             0.64969,            0.028649,            0.029445,           0.0014153,            0.003532,            0.003532,            0.003532
                 198,            0.041016,            0.030293,            0.001853,             0.95459,             0.66667,             0.82155,             0.66053,            0.028071,            0.029727,           0.0014329,            0.003499,            0.003499,            0.003499
                 199,            0.043736,            0.029101,           0.0016172,             0.95436,             0.66667,             0.82032,             0.66484,            0.029621,            0.029833,           0.0014961,            0.003466,            0.003466,            0.003466
                 200,            0.042986,            0.029247,           0.0015924,             0.95416,             0.66667,             0.81873,             0.64056,             0.02839,            0.029214,           0.0014155,            0.003433,            0.003433,            0.003433
                 201,            0.042494,            0.033056,           0.0017886,             0.65572,             0.83333,             0.82656,             0.64612,             0.03052,            0.028542,           0.0012758,              0.0034,              0.0034,              0.0034
                 202,            0.041657,            0.029554,           0.0013956,             0.67717,             0.83333,             0.82843,             0.62118,            0.032544,            0.028661,           0.0012386,            0.003367,            0.003367,            0.003367
                 203,             0.04334,            0.030105,           0.0014755,             0.65892,             0.83333,             0.82239,             0.62081,            0.029179,            0.027769,           0.0012486,            0.003334,            0.003334,            0.003334
                 204,            0.042125,            0.031085,           0.0014523,             0.62406,             0.83333,             0.82042,             0.66443,            0.033977,            0.029009,           0.0013194,            0.003301,            0.003301,            0.003301
                 205,            0.043996,            0.034761,           0.0018926,              0.9551,             0.66203,             0.82082,             0.68122,            0.030835,            0.029745,           0.0013382,            0.003268,            0.003268,            0.003268
                 206,            0.044726,            0.031352,           0.0015076,             0.95189,             0.66201,             0.82211,             0.69272,            0.029923,            0.029403,            0.001369,            0.003235,            0.003235,            0.003235
                 207,            0.042255,            0.028733,           0.0017897,             0.95711,             0.66403,             0.82066,             0.65037,            0.032512,            0.030948,           0.0014286,            0.003202,            0.003202,            0.003202
                 208,            0.042892,            0.027303,           0.0016664,             0.95552,             0.65195,             0.82204,             0.66847,            0.029577,            0.031112,            0.001425,            0.003169,            0.003169,            0.003169
                 209,            0.043304,            0.029745,           0.0015345,             0.95427,             0.65481,             0.65947,             0.55206,            0.032513,             0.03254,           0.0016665,            0.003136,            0.003136,            0.003136
                 210,            0.041818,            0.030465,           0.0015066,             0.95899,             0.66082,             0.65393,             0.53744,            0.027431,            0.032986,           0.0018849,            0.003103,            0.003103,            0.003103
                 211,            0.045541,            0.033682,           0.0029823,              0.9511,              0.6409,              0.6524,             0.53697,            0.029146,            0.032476,           0.0019639,             0.00307,             0.00307,             0.00307
                 212,               0.042,            0.029209,           0.0023924,             0.95119,             0.63338,             0.89316,             0.69687,            0.026599,            0.028548,           0.0012925,            0.003037,            0.003037,            0.003037
                 213,            0.044886,            0.031956,           0.0018417,             0.69263,             0.97315,             0.97689,              0.7254,            0.030227,             0.02605,           0.0011654,            0.003004,            0.003004,            0.003004
                 214,            0.040942,            0.030138,           0.0015398,             0.69328,             0.98189,             0.97917,             0.70272,            0.030716,            0.025949,            0.001148,            0.002971,            0.002971,            0.002971
                 215,            0.043304,            0.027282,           0.0019849,             0.69528,              0.9339,             0.97829,             0.71672,            0.031289,            0.027883,           0.0012698,            0.002938,            0.002938,            0.002938
                 216,            0.042577,            0.027019,           0.0016897,             0.95715,             0.59934,             0.97073,             0.74265,             0.02867,            0.029466,           0.0014117,            0.002905,            0.002905,            0.002905
                 217,             0.04333,            0.030632,           0.0018048,              0.9711,             0.62117,              0.8305,             0.65097,            0.030074,             0.02907,           0.0014431,            0.002872,            0.002872,            0.002872
                 218,            0.043154,            0.029808,           0.0015467,             0.62612,             0.83333,             0.85456,             0.63868,            0.032208,            0.028274,           0.0014257,            0.002839,            0.002839,            0.002839
                 219,            0.043207,            0.030134,           0.0013947,             0.61757,             0.83333,             0.82331,             0.63743,            0.032267,            0.028184,           0.0013738,            0.002806,            0.002806,            0.002806
                 220,            0.040919,             0.03137,            0.001353,             0.97377,             0.63825,             0.82062,             0.65195,            0.031143,            0.029229,           0.0014091,            0.002773,            0.002773,            0.002773
                 221,            0.041913,            0.027879,           0.0018045,             0.96507,             0.62222,             0.81632,             0.63449,            0.033498,            0.029218,           0.0013874,             0.00274,             0.00274,             0.00274
                 222,            0.040386,            0.030311,           0.0017079,             0.96554,             0.62222,             0.81632,             0.66721,            0.033069,             0.02917,           0.0014083,            0.002707,            0.002707,            0.002707
                 223,            0.041131,            0.030012,           0.0019815,             0.97224,             0.63449,             0.81922,             0.66537,            0.031176,            0.028491,           0.0014153,            0.002674,            0.002674,            0.002674
                 224,             0.04261,            0.029112,           0.0017593,             0.95491,             0.62222,             0.81419,             0.62874,             0.03232,            0.029336,           0.0013993,            0.002641,            0.002641,            0.002641
                 225,            0.044762,            0.029873,           0.0014052,             0.95047,             0.62222,             0.81449,             0.64991,            0.032684,            0.030348,           0.0014062,            0.002608,            0.002608,            0.002608
                 226,            0.042547,            0.031592,           0.0018437,             0.95279,             0.64444,             0.81711,             0.64405,            0.033584,            0.031125,           0.0014062,            0.002575,            0.002575,            0.002575
                 227,            0.043115,            0.032417,           0.0015927,             0.94885,             0.64444,             0.81891,             0.66501,            0.031248,            0.030483,           0.0012891,            0.002542,            0.002542,            0.002542
                 228,            0.042514,            0.031782,           0.0014695,              0.9479,             0.64444,             0.81874,             0.67092,            0.031665,            0.030345,           0.0012357,            0.002509,            0.002509,            0.002509
                 229,            0.044392,            0.032858,           0.0017065,             0.95092,             0.64444,             0.81874,             0.65136,            0.031864,            0.030459,           0.0012031,            0.002476,            0.002476,            0.002476
                 230,            0.042395,            0.028914,          0.00095493,             0.95797,             0.64444,             0.81946,             0.64318,            0.033068,            0.030174,           0.0011148,            0.002443,            0.002443,            0.002443
                 231,            0.042447,            0.029072,           0.0017504,             0.96482,             0.64444,             0.82269,             0.65889,            0.033311,            0.030526,           0.0010765,             0.00241,             0.00241,             0.00241
                 232,            0.045239,            0.030548,           0.0012746,             0.95599,             0.64444,             0.81883,             0.62166,            0.032422,             0.02996,           0.0010138,            0.002377,            0.002377,            0.002377
                 233,            0.041619,            0.029279,           0.0016056,             0.97461,             0.66487,             0.82167,             0.61862,            0.034232,            0.029851,           0.0010058,            0.002344,            0.002344,            0.002344
                 234,             0.03917,            0.028589,           0.0012022,             0.95688,             0.64444,             0.82155,             0.62672,            0.031762,            0.029052,          0.00090504,            0.002311,            0.002311,            0.002311
                 235,            0.042963,            0.030881,           0.0016654,             0.65277,             0.83333,             0.82308,             0.62911,            0.031732,            0.027216,          0.00072777,            0.002278,            0.002278,            0.002278
                 236,            0.041797,            0.029243,           0.0012139,             0.70154,             0.96751,             0.98665,             0.65477,            0.031976,            0.027005,          0.00068986,            0.002245,            0.002245,            0.002245
                 237,            0.040751,            0.026158,           0.0013948,             0.70392,             0.97679,             0.98665,             0.71301,            0.032012,            0.026234,          0.00065351,            0.002212,            0.002212,            0.002212
                 238,            0.039147,            0.028706,           0.0013272,             0.70521,             0.98141,             0.98514,             0.71452,            0.035931,            0.026173,          0.00063479,            0.002179,            0.002179,            0.002179
                 239,            0.039837,            0.025468,           0.0013291,             0.70612,             0.98057,             0.98565,             0.70715,            0.036841,            0.026792,           0.0006634,            0.002146,            0.002146,            0.002146
                 240,            0.042434,            0.031454,           0.0017519,             0.71013,             0.97693,             0.98722,             0.70086,            0.032826,            0.025893,          0.00068617,            0.002113,            0.002113,            0.002113
                 241,            0.040372,            0.027437,           0.0011905,             0.72118,             0.98568,             0.98722,             0.68068,            0.032573,            0.024784,           0.0006851,             0.00208,             0.00208,             0.00208
                 242,            0.042044,            0.028553,           0.0016107,             0.73331,             0.98219,             0.98722,             0.68957,            0.031088,             0.02372,           0.0007199,            0.002047,            0.002047,            0.002047
                 243,            0.040475,             0.02996,           0.0011074,             0.73479,             0.99061,             0.98567,             0.69823,            0.034449,            0.023359,          0.00073731,            0.002014,            0.002014,            0.002014
                 244,            0.042785,            0.029911,            0.001557,              0.8698,             0.85825,             0.98567,             0.72469,            0.033691,            0.023015,          0.00073969,            0.001981,            0.001981,            0.001981
                 245,            0.040336,            0.026221,           0.0012159,             0.87579,             0.86777,              0.9882,             0.70992,            0.035296,            0.022842,          0.00075877,            0.001948,            0.001948,            0.001948
                 246,            0.041028,            0.024698,           0.0010747,             0.88059,             0.89526,             0.98958,             0.73563,             0.03379,            0.022118,           0.0007509,            0.001915,            0.001915,            0.001915
                 247,            0.040589,            0.026644,           0.0015714,             0.89079,             0.90253,             0.98665,             0.72461,            0.036962,            0.021501,          0.00074029,            0.001882,            0.001882,            0.001882
                 248,            0.041097,            0.027484,           0.0015972,             0.90924,             0.89348,             0.98509,               0.741,            0.036215,            0.021594,          0.00072336,            0.001849,            0.001849,            0.001849
                 249,            0.041079,            0.030225,            0.001331,             0.90248,             0.88722,             0.98509,             0.73334,            0.035879,            0.021896,          0.00070798,            0.001816,            0.001816,            0.001816
                 250,            0.042938,            0.027837,           0.0012252,             0.89897,             0.87172,             0.98509,             0.70939,            0.036775,             0.02253,          0.00070393,            0.001783,            0.001783,            0.001783
                 251,            0.042357,                0.03,           0.0014776,              0.8692,             0.85194,             0.98232,             0.73331,            0.035972,            0.023335,           0.0007205,             0.00175,             0.00175,             0.00175
                 252,            0.042164,            0.032514,           0.0018007,             0.86209,             0.85047,             0.98376,             0.70531,            0.036128,            0.023946,          0.00074995,            0.001717,            0.001717,            0.001717
                 253,            0.041112,            0.027769,           0.0011055,             0.71447,             0.98045,             0.98542,             0.72887,            0.033705,            0.024476,          0.00079882,            0.001684,            0.001684,            0.001684
                 254,            0.041095,            0.026411,           0.0010058,             0.71427,             0.97617,             0.98542,             0.71843,            0.034898,            0.025135,          0.00083792,            0.001651,            0.001651,            0.001651
                 255,            0.041242,             0.02721,           0.0013382,             0.72516,             0.83333,             0.90208,             0.69376,            0.030561,            0.025398,          0.00090015,            0.001618,            0.001618,            0.001618
                 256,            0.042359,            0.028937,           0.0012117,             0.68864,             0.83333,             0.81844,             0.67387,            0.031218,            0.026128,          0.00096989,            0.001585,            0.001585,            0.001585
                 257,             0.04252,            0.027016,            0.001525,             0.66299,             0.83333,             0.81635,             0.66258,             0.03192,            0.027414,           0.0010617,            0.001552,            0.001552,            0.001552
                 258,            0.039848,            0.027819,           0.0012822,             0.92161,             0.66667,             0.81454,             0.64238,            0.034805,             0.02857,           0.0011518,            0.001519,            0.001519,            0.001519
                 259,            0.038175,            0.028095,           0.0014167,             0.92135,             0.63895,             0.80802,             0.67309,            0.036571,             0.02957,           0.0011868,            0.001486,            0.001486,            0.001486
                 260,            0.039456,            0.026128,           0.0010565,             0.91467,             0.62222,             0.80265,             0.67561,            0.034654,            0.030004,           0.0011394,            0.001453,            0.001453,            0.001453
                 261,              0.0381,            0.025868,            0.001072,              0.6209,             0.83333,             0.80212,             0.64976,            0.033469,            0.028378,           0.0010374,             0.00142,             0.00142,             0.00142
                 262,            0.041789,            0.026287,           0.0015648,             0.63616,             0.83333,             0.88592,             0.64415,            0.035191,            0.027777,          0.00098109,            0.001387,            0.001387,            0.001387
                 263,            0.043369,            0.029351,           0.0032579,             0.66799,             0.83333,             0.91802,             0.68844,            0.033988,            0.026783,          0.00091767,            0.001354,            0.001354,            0.001354
                 264,            0.040295,            0.028501,           0.0011183,             0.70001,             0.95641,             0.97695,             0.70737,            0.031758,            0.025971,          0.00087702,            0.001321,            0.001321,            0.001321
                 265,            0.038109,            0.027534,           0.0011769,              0.6995,             0.95965,             0.97695,             0.68716,            0.033443,            0.025928,          0.00084126,            0.001288,            0.001288,            0.001288
                 266,            0.037965,            0.025922,           0.0011638,             0.69699,             0.95057,             0.97976,             0.75416,            0.032662,            0.026256,          0.00087488,            0.001255,            0.001255,            0.001255
                 267,            0.041331,            0.030334,           0.0011801,             0.69622,             0.93651,             0.98311,             0.75829,            0.033013,            0.026847,          0.00090051,            0.001222,            0.001222,            0.001222
                 268,            0.039227,            0.027713,           0.0011847,             0.69542,             0.92215,             0.98329,             0.75918,            0.032184,            0.026981,           0.0009141,            0.001189,            0.001189,            0.001189
                 269,            0.038358,            0.029146,           0.0016073,             0.69291,             0.91273,             0.98264,              0.7005,            0.033123,             0.02699,          0.00092864,            0.001156,            0.001156,            0.001156
                 270,            0.040373,            0.029259,            0.001138,             0.62045,             0.83333,             0.92594,             0.67687,            0.033743,            0.027267,          0.00095606,            0.001123,            0.001123,            0.001123
                 271,             0.03786,            0.027275,           0.0010484,             0.70085,             0.94322,             0.97944,             0.70475,            0.032951,            0.026613,          0.00094032,             0.00109,             0.00109,             0.00109
                 272,             0.04076,            0.029069,           0.0010788,             0.64718,             0.83333,             0.89767,             0.68153,             0.03327,            0.026954,          0.00096846,            0.001057,            0.001057,            0.001057
                 273,            0.041838,            0.029039,           0.0016526,              0.6261,             0.83333,             0.82883,             0.64395,            0.033307,            0.027392,           0.0010099,            0.001024,            0.001024,            0.001024
                 274,            0.037836,            0.024866,           0.0010248,             0.96663,             0.64444,             0.82414,             0.65491,            0.034135,            0.027832,           0.0010692,            0.000991,            0.000991,            0.000991
                 275,             0.03785,            0.027533,          0.00087576,             0.96786,             0.64444,             0.82277,             0.67364,            0.032742,            0.028413,           0.0011319,            0.000958,            0.000958,            0.000958
                 276,            0.037077,            0.025579,          0.00077401,             0.96756,             0.64444,             0.82493,             0.66695,             0.03387,              0.0289,           0.0011687,            0.000925,            0.000925,            0.000925
                 277,            0.039166,            0.029238,           0.0011826,             0.96856,             0.64444,             0.82458,             0.65497,            0.034476,            0.028453,           0.0010982,            0.000892,            0.000892,            0.000892
                 278,            0.038095,            0.027717,          0.00085741,              0.9685,             0.64444,             0.82528,             0.66003,             0.03291,            0.028286,           0.0010825,            0.000859,            0.000859,            0.000859
                 279,            0.039744,            0.029694,            0.001093,             0.96895,             0.64444,             0.82383,             0.65828,            0.031774,            0.028086,           0.0011064,            0.000826,            0.000826,            0.000826
                 280,            0.039285,            0.027091,           0.0013061,             0.96901,             0.64444,             0.82556,             0.65569,             0.03214,            0.027783,           0.0010788,            0.000793,            0.000793,            0.000793
                 281,            0.037149,            0.029219,           0.0016936,             0.63386,             0.83333,             0.82386,             0.66079,            0.032694,            0.027276,           0.0010269,             0.00076,             0.00076,             0.00076
                 282,              0.0429,            0.031497,           0.0016074,             0.64544,             0.83333,             0.82509,             0.65981,            0.033583,            0.027088,          0.00098443,            0.000727,            0.000727,            0.000727
                 283,            0.036674,            0.027955,          0.00095902,             0.65463,             0.83333,             0.82738,             0.66104,            0.033323,            0.027118,          0.00096822,            0.000694,            0.000694,            0.000694
                 284,             0.03723,            0.026473,           0.0010166,             0.65986,             0.83333,             0.82829,             0.65708,            0.032153,            0.027142,          0.00095499,            0.000661,            0.000661,            0.000661
                 285,            0.039151,            0.031177,           0.0015347,             0.67752,             0.83333,             0.83901,             0.66196,            0.033375,            0.026903,          0.00092161,            0.000628,            0.000628,            0.000628
                 286,            0.039858,            0.027575,          0.00099718,             0.68411,             0.83333,              0.8325,             0.66887,            0.032963,            0.026999,          0.00094759,            0.000595,            0.000595,            0.000595
                 287,            0.037515,             0.02775,          0.00090165,              0.6806,             0.83333,             0.88556,             0.67732,            0.032645,            0.026828,           0.0009191,            0.000562,            0.000562,            0.000562
                 288,             0.03985,            0.029151,           0.0007292,             0.66408,             0.83333,             0.83333,             0.66372,            0.032167,            0.027048,          0.00093293,            0.000529,            0.000529,            0.000529
                 289,            0.037489,            0.025691,           0.0010039,             0.65576,             0.83333,             0.82943,             0.66027,              0.0311,            0.027079,          0.00094795,            0.000496,            0.000496,            0.000496
                 290,            0.036512,            0.026259,            0.001022,              0.6519,             0.83333,             0.82788,             0.67457,            0.031109,            0.027108,          0.00095356,            0.000463,            0.000463,            0.000463
                 291,            0.038819,            0.028952,          0.00063641,             0.66085,             0.83333,             0.82817,              0.6776,            0.032357,            0.026943,          0.00090456,             0.00043,             0.00043,             0.00043
                 292,            0.041039,            0.029835,          0.00098044,             0.65298,             0.83333,             0.82559,             0.67584,            0.033356,            0.027247,          0.00093651,            0.000397,            0.000397,            0.000397
                 293,            0.037987,            0.027324,            0.001352,              0.6608,             0.83333,             0.82633,             0.65224,            0.034164,            0.027201,          0.00090122,            0.000364,            0.000364,            0.000364
                 294,            0.037026,            0.030025,           0.0010795,             0.65378,             0.83333,             0.82559,             0.65634,            0.033584,            0.027411,          0.00091887,            0.000331,            0.000331,            0.000331
                 295,             0.03983,            0.030244,            0.001209,             0.65832,             0.83333,             0.82674,             0.66526,            0.032574,            0.027197,           0.0008831,            0.000298,            0.000298,            0.000298
                 296,             0.03973,            0.027185,           0.0008512,             0.66233,             0.83333,             0.82933,             0.66719,            0.031977,            0.027025,           0.0008601,            0.000265,            0.000265,            0.000265
                 297,            0.038443,            0.029022,           0.0011528,             0.66125,             0.83333,              0.8315,             0.66968,             0.03216,            0.027049,          0.00086153,            0.000232,            0.000232,            0.000232
                 298,             0.03753,            0.027658,          0.00076514,             0.64509,             0.83333,             0.82718,             0.66618,            0.032013,            0.027266,          0.00086701,            0.000199,            0.000199,            0.000199
                 299,            0.041096,            0.028983,           0.0009504,             0.61425,             0.83333,             0.82559,             0.64389,            0.032669,             0.02772,          0.00090539,            0.000166,            0.000166,            0.000166
